17:26:35.537 [restartedMain] INFO  c.t.u.UserServiceApplication - Starting UserServiceApplication using Java 17.0.9 with PID 22228 (C:\Gammastack\user-service\user-service\target\classes started by Brijesh in C:\Gammastack\user-service\user-service)
18:24:44.336 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
18:24:44.337 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
18:24:44.337 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
18:24:44.357 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:24:44.357 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 379 ms
18:24:44.482 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
18:24:44.485 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
18:24:44.491 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
18:24:44.492 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-61 - Starting...
18:24:44.509 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-61 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4cd8e649
18:24:44.510 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-61 - Start completed.
18:24:44.510 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
18:24:44.510 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
18:24:44.533 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
18:24:44.540 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:24:44.687 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
18:24:45.398 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
18:24:45.589 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
18:24:45.640 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
18:24:45.649 [restartedMain] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
18:24:45.676 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
18:24:45.679 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
18:24:45.680 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
18:24:45.680 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
18:24:45.680 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
18:24:45.680 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
18:24:45.680 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
18:24:45.681 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
18:24:45.681 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
18:24:45.681 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
18:24:45.721 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
18:24:45.722 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
18:24:45.723 [restartedMain] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
18:24:45.724 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1722430485724 with initial instances count: 3
18:24:45.732 [restartedMain] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
18:24:45.733 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1722430485733, current=UP, previous=STARTING]
18:24:45.733 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/host.docker.internal:USER-SERVICE:8082: registering service...
18:24:45.741 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8082 (http) with context path '/'
18:24:45.742 [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8082
18:24:45.749 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/host.docker.internal:USER-SERVICE:8082 - registration status: 204
18:24:45.945 [restartedMain] INFO  c.t.u.UserServiceApplication - Started UserServiceApplication in 2.139 seconds (process running for 3492.191)
18:24:45.947 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
18:24:47.491 [http-nio-8082-exec-2] INFO  o.a.c.c.C.[.[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
18:24:47.491 [http-nio-8082-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
18:24:47.492 [http-nio-8082-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
18:24:47.505 [http-nio-8082-exec-2] INFO  c.t.u.service.impl.UserServiceImpl - connecting with department service
18:24:47.552 [http-nio-8082-exec-2] INFO  c.t.u.service.impl.UserServiceImpl - Successfully connected: ResponseTemplateView(user=User(userId=1, firstName=Transport, lastName=Noida, email=test@gmail.com, departmentId=1), department=Department(departmentId=1, depatmentName=null, departmentAddress=Noida, departmentCode=HR01))
18:26:50.317 [http-nio-8082-exec-4] INFO  c.t.u.service.impl.UserServiceImpl - connecting with department service
18:26:50.340 [http-nio-8082-exec-4] INFO  c.t.u.service.impl.UserServiceImpl - Successfully connected: ResponseTemplateView(user=User(userId=1, firstName=Transport, lastName=Noida, email=test@gmail.com, departmentId=1), department=Department(departmentId=1, depatmentName=null, departmentAddress=Noida, departmentCode=HR01))
18:29:45.692 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
16:58:43.193 [restartedMain] INFO  c.t.u.UserServiceApplication - Starting UserServiceApplication using Java 17.0.9 with PID 21644 (C:\Gammastack\user-service\user-service\target\classes started by Brijesh in C:\Gammastack\user-service\user-service)
16:58:43.229 [restartedMain] INFO  c.t.u.UserServiceApplication - No active profile set, falling back to 1 default profile: "default"
16:58:43.316 [restartedMain] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8088
16:58:43.316 [restartedMain] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Located environment: name=USER-SERVICE, profiles=[default], label=null, version=null, state=null
16:58:43.322 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
16:58:43.323 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
16:58:45.014 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:58:45.248 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 220 ms. Found 1 JPA repository interface.
16:58:45.877 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=76e3aecc-8e96-39d7-bc99-4376ed552639
16:58:46.505 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
16:58:46.512 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
16:58:47.351 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
16:58:47.370 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
16:58:47.370 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
16:58:47.470 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:58:47.472 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4147 ms
16:58:48.654 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:58:48.719 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
16:58:48.765 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
16:58:49.316 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
16:58:49.357 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:58:49.774 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@38b1eda2
16:58:49.777 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:58:49.839 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
16:58:49.841 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
16:58:51.082 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
16:58:51.128 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:58:51.956 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:58:53.742 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
16:58:53.927 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
16:58:54.069 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
16:58:54.091 [restartedMain] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
16:58:54.209 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
16:58:54.320 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
16:58:54.329 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
16:58:54.366 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
16:58:54.366 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
16:58:54.366 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
16:58:54.366 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
16:58:54.366 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
16:58:54.366 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
16:58:54.367 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
16:58:54.605 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
16:58:54.609 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
16:58:54.612 [restartedMain] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
16:58:54.619 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1722598134618 with initial instances count: 1
16:58:54.630 [restartedMain] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
16:58:54.632 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1722598134632, current=UP, previous=STARTING]
16:58:54.634 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/host.docker.internal:USER-SERVICE:8082: registering service...
16:58:54.664 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8082 (http) with context path '/'
16:58:54.665 [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8082
16:58:54.696 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/host.docker.internal:USER-SERVICE:8082 - registration status: 204
